id,citation,title,summary,court,date
474,SC-473,Supreme Court Judgment,"                THE AL -KARAM INTERNATIONAL INSTITUTE ACT, 2021         CHAPTER -I  PRELIMINARY     CONTENTS   SECTIONS :  1.    Short  title, application  and commencement.   2.   Definitions   CHAPTER -II  THE  INSTITUTE     3.  Establishment  and incorporation  of the Institute.   4.  Function s of the Institute.   5.  Institute open to all classes, creeds, etc.   6.  Teaching at the Institute.   CHAPTER -III  OFFICERS  OF THE  INSTITUTE   7.  Principal  officers.   8.   Patron.   9.  Visitat",Supreme Court of Pakistan,Unknown
475,SC-474,Supreme Court Judgment,"            THE SUPREME COURT  (NUMBER  OF JUDGES) ACT,  1997               CONTENTS     1. Short title and comme ncement  2. Maximum number of supreme Court Judges other than Chief Justice       THE  SUPREME COURT  (NUMBER  OF JUDGES) ACT,  1997     ACT NO. XXX III OF 1997   [1st Nov., 1997 ]    An Act to determine the number of the judges of the Supreme Court of Pakistan     WHEREAS Article 176 of the Constitution  of the Islamic Republic  of Pakistan provides that  the Supreme Court of Pakist",Supreme Court of Pakistan,Unknown
476,SC-475,Supreme Court Judgment,"THE DELIMITATION OF CONSTITUENCIES ACT, 1974 Last Amended on 2016­06­10 CONTENTS S E C T I O N S : 1 . S h o r t   t i t l e ,   a n d   c o m m e n c e m e n t . 2 . D e f i n i t i o n s . 3 . C o m m i s s i o n   t o   d e l i m i t   c o n s t i t u e n c i e s . 4 . P r o c e d u r e   o f   c o m m i s s i o n . 5 . D e l e g a t i o n   o f   p o w e r s ,   e t c . 6 . A s s i s t a n c e   t o   t h e   c o m m i s s i o n . 7 . A l l o c a t i o n   o f   s e a t s   i n   t h e   N a",Supreme Court of Pakistan,Unknown
477,SC-476,Supreme Court Judgment,"THE CHARITABLE ENDOWMENTS ACT, 1890 CONTENTS S E C T I O N S : 1 . T i t l e ,   e x t e n t   a n d   c o m m e n c e m e n t . 2 . D e f i n i t i o n . 3 . A p p o i n t m e n t   a n d   i n c o r p o r a t i o n   o f   T r e a s u r e r   o f   C h a r i t a b l e   E n d o w m e n t s . 3   A . D e f i n i t i o n   o f   "" a p p r o p r i a t e   G o v e r n m e n t "" ,   e t c . 4 . O r d e r s   v e s t i n g   p r o p e r t y   i n   T r e a s u r e r . 5 . S c h e m e s   f o r   a d",Supreme Court of Pakistan,Unknown
478,SC-477,Supreme Court Judgment,"                   THE BANKING TRIBUNALS (VALIDATION OF ORDERS) ACT, 1994                                                                 CONTENTS         1. Short title, extent and commencement.   2.  Validation.         The Banking Tribunals (Validation of Orders) Act, 1994   ACT No. V OF 1994   An Act to validate certain order passed by the Banking Tribunals   WHEREAS it is expedient to validate certain orders passed under the Banking Tribunals  (Amendment) Act, 1992 (IV of 1992), for the pur",Supreme Court of Pakistan,Unknown
479,SC-478,Supreme Court Judgment,"    Page 1 of 10          THE PAKISTAN BROADCASTING CORPORATION ACT, 1973        CONTENTS   __________   CHAPTER I   PRELIMINAR Y  1. Short title, extent and commencement   2.  Definitions   CHAPTER I I  ESTABLISHMENT AND INCORPORATION OF THE CORPORATION   3.  Establishment of the Corporation   3A. Application of Act VII of 2023   CHAPTER I II  MANAGEMENT   4.  Board   5.  Qualification of directors and term of office [ Omitted ]  6.  Removal of Directors   7.  Meetings of the Board  8.  Directo",Supreme Court of Pakistan,Unknown
480,SC-479,Supreme Court Judgment,"THE GOVERNMENT TENANTS (NORTH­WEST FRONTIER) ACT, 1893 CONTENTS S E C T I O N S : 1 . S h o r t   t i t l e   a n d   e x t e n t . 2 . D e f i n i t i o n . 3 . A p p l i c a t i o n   o f   A c t . 4 . I s s u e   o f   s t a t e m e n t s   o f   c o n d i t i o n s   o f   t e n a n c i e s . 5 . M a i n t e n a n c e   o f   r e g i s t e r s   o f   t e n a n c i e s . 6 . E n t r y   i n   r e g i s t e r   a n d   s i g n a t u r e   t h e r e o f   o n   g r a n t   o f   t e n a n c y ",Supreme Court of Pakistan,Unknown
481,SC-480,Supreme Court Judgment,"     THE NATIONAL HIGHWAYS SAFETY ORDINANCE, 2000   ORDINANCE No. XL of 2000   [2nd September, 2000 ]  An Ordinance to provide for safe driving on the national highways   WHEREAS  it is expedient to provide for safe driving on the national highways and for matters  connected therewith or incidental thereto;   AND WHEREAS  the National Assembly and the Senate stand suspended in pursuance of the  Proclamation of Emergency of the fourteent h day of October, 1999, and the Provisional Constitution  O",Supreme Court of Pakistan,Unknown
482,SC-481,Supreme Court Judgment,"  Page 1 of 7     THE PAKISTAN GEN ERAL COSMETICS ACT, 2023        CONTENTS   1.  Short title, extent and commencement  2.  Definitions  3.  Establishment of the Authority  4.  Composition of the Authority  5.  Removal of the president and members  6.  Meetings of the Authority  7.  Powers and functions of the Author ity  8.  Business liberty  9.  Pakistan Penal Code, 1860 (Act XLV of 1860) to apply  10.  Implementing authority  11.  Offences, penalties etc  12.  Cognizance of offences  13.  Fun",Supreme Court of Pakistan,Unknown
483,SC-482,Supreme Court Judgment,"  Page 1 of 5      THE  PAKISTAN BANKING AND FINANCE SERVICES  COMMISSION ACT, 1992 .        CONTENTS     1. Short title and commencement   2. Definitions   3. Establishment of the Commission   4. Salary, Allowances and privileges   5. Term of office   6. Resignation  and  filling  of  vacancies   7. Functions of  the Commission   8. Recruitment to posts in financial Institutions   9. Funds of the Commission   10. Appointment of officers , employees, etc .  11. Report of the Commission   12. Pow",Supreme Court of Pakistan,Unknown
484,SC-483,Supreme Court Judgment,"    Page 1 of 7         THE WEST PAKISTAN MATERNITY BENEFIT  ORDINANCE,  1958           CONTENTS   1. Short title and extent.   2.  Definitions.   3.  Employment of, or work by, women in factories prohibited during certain period.   4.  Right to and liability for payment of maternity  benefit.   5.  Procedure regarding payment of maternity benefit.   6.  Payment of maternity benefit in case of a woman's death.   7.  No notice of dismissal to be given to a woman in cert ain cases.   8.  Penalty f",Supreme Court of Pakistan,Unknown
485,SC-484,Supreme Court Judgment,"  Page 1 of 8            ISLAMABAD CAPITAL TERRITORY PRIVATE EDUCATIONAL  INSTITUTIONS (REGISTRATION AND REGULATION) ACT, 2013                 CONTENTS   1. Short title, extent and commencement.   2. Definitions.   3. Establishment of the Authority.   4. Aims and objectives of Authority.   5. Functions and power of the Authority.   6. Composition of the Authority.   7. Appointment, functions and powers of Chairman.   8. Maintenance of accounts and audit.   9. Funds.   10. Staff ’s pay and allowa",Supreme Court of Pakistan,Unknown
486,SC-485,Supreme Court Judgment,"  Page 1 of 3          THE AIRCRAFT (REMOVAL OF DANGER TO SAFETY)  ORDINANCE, 1965                                                                             CONTENTS                 ________     SECTIONS :  1. Short title, extent and commencement .   2.  Definitions.   3.  Measures to avoid a ttraction of birds .   4.  Non-compliance with order under section 3 .   5.  Restriction on construction or extension of tannery, etc .   6.  Power of entry in premises, etc .   7.  Penalty .   8.  Power ",Supreme Court of Pakistan,Unknown
487,SC-486,Supreme Court Judgment,"THE WEST PAKISTAN INDUSTRIAL DEVELOPMENT CORPORATION(TRANSFER OF PROJECTS AND COMPANIES) ACT, 1974 CONTENTS SECTIONS. 1. Short title, extent and commencement. 2. Definitions. 3. Act to override other laws 4. Vesting of projects and managed companies. 5. Contracts and proceedings. 6. Continuance in service and transfer, of employees etc. 7. Officers, etc, failing to join duties. 8. Provident Fund. 9. Reference in other laws. 10. Bar of jurisdiction. 11. Indemnity 12. Power to make rules. 13. Remo",Supreme Court of Pakistan,Unknown
488,SC-487,Supreme Court Judgment,"THE DIPLOMATIC AND CONSULAR PRIVILEGES ACT, 1972 CONTENTS SECTIONS: 1. Short title, extent and commencement. 2. Provisions of conventions to have force of law. 3. Restriction of privileges and immunities. 4.. Certificate of Federal Government. 5. Power to amend Schedules. 6. Repeal. FIRST SCHEDULE. FIRST SCHEDULE. . Page 1 of 24  THE DIPLOMATIC AND CONSULAR PRIVILEGES ACT, 1972. 1ACT NO. IX OF 1972 [10th September, 1972] An Act to give effect in Pakistan to the Vienna Convention on Diplomatic Re",Supreme Court of Pakistan,Unknown
489,SC-488,Supreme Court Judgment,"  Page 1 of 29             THE STATE -OWNED ENTERPRISES (GOVERNANCE AND  OPERATIONS) ACT, 2023             CONTENTS     CHAPTER -I  GENERAL   1.  Short title and commencement .  2.  Definitions .  3.  Scope and application .    CHAPTER -II  STATE -OWNED ENTERPRISE MANAGEMENT POLICY AND PRINCIPLES     4.  State -owned enterprise ownership and management policy .  5.  General principles .    CHAPTER -III  PRUDENT AND EFFICIENT MANAGEMENT     6.  Sound and prudent management .   7.  Objectives of s",Supreme Court of Pakistan,Unknown
490,SC-489,Supreme Court Judgment,"T H E   C O D E   O F   C R I M I N A L   P R O C E D U R E   ,   1 8 9 8 L a s t   A m e n d e d   o n   2 0 1 7 ­ 0 2 ­ 1 6 C O N T E N T S SECT IONS: P AR T   I PRE LIMINAR Y CHAPT E R  I 1. Short  ti tl e. Commencement. Ex tent. 2. [Repeal ed. ] 3. References  to  Code  of  Cri mi nal   P rocedure  and  other  repeal ed  enactments. Ex pressi ons  i n  former  A cts. 4. Defi ni ti ons. W ords  referri ng   to  acts. W ords  to  have  same  meani ng   as  i n  P aki stan  P enal   Code. 5. T ",Supreme Court of Pakistan,Unknown
491,SC-490,Supreme Court Judgment,"T H E   C O D E   O F   C R I M I N A L   P R O C E D U R E   ,   1 8 9 8 L a s t   A m e n d e d   o n   2 0 1 7 ­ 0 2 ­ 1 6 C O N T E N T S SECT IONS: P AR T   I PRE LIMINAR Y CHAPT E R  I 1. Short  ti tl e. Commencement. Ex tent. 2. [Repeal ed. ] 3. References  to  Code  of  Cri mi nal   P rocedure  and  other  repeal ed  enactments. Ex pressi ons  i n  former  A cts. 4. Defi ni ti ons. W ords  referri ng   to  acts. W ords  to  have  same  meani ng   as  i n  P aki stan  P enal   Code. 5. T ",Supreme Court of Pakistan,Unknown
492,SC-491,Supreme Court Judgment,"THE ANTI NARCOTICS FORCE ACT, 1997 CONTENTS PREAMBLE. . 1 Short title and commencement 2 Definitions 3 Constitution of the Force 4 Superintendence and administration of the Force 5 Functions of the Force 6 Power of the members of the Force 7 Wearing of Uniform 8 Punishment 9 Grounds of punishment 10 Authority to award punishment 11 Terms of service 12 Conduct and Discipline 13 Members to serve anywhere 14 Members as public prosecutors 15 Delegation of powers 16 Indemnity 17 Power to make rules S",Supreme Court of Pakistan,Unknown
493,SC-492,Supreme Court Judgment,"THE ANTI NARCOTICS FORCE ACT, 1997 CONTENTS PREAMBLE. . 1 Short title and commencement 2 Definitions 3 Constitution of the Force 4 Superintendence and administration of the Force 5 Functions of the Force 6 Power of the members of the Force 7 Wearing of Uniform 8 Punishment 9 Grounds of punishment 10 Authority to award punishment 11 Terms of service 12 Conduct and Discipline 13 Members to serve anywhere 14 Members as public prosecutors 15 Delegation of powers 16 Indemnity 17 Power to make rules S",Supreme Court of Pakistan,Unknown
494,SC-493,Supreme Court Judgment,"  Page 1 of 17         THE  SEED  ACT,  1976                   CONTENTS     PRELIMINARY     SECTIONS   1 Short  title, extent  and commencement.   2 Definitions.   3 Establishment  of National  Seed  Council.   4 Functions  of the National  Seed  Council.   5 Establishment  of Federal  Seed  Certification  Agency.   6 Functions  of Federal  Seed  Certification  Agency.   7 Establishment  of National  Registration  Agency.   8 Functions  of National  Registration  Agency.   9 Establishment  of Pr",Supreme Court of Pakistan,Unknown
495,SC-494,Supreme Court Judgment,"REGTSTERED No.-!4j-19?L.-76469 @0eGp;rr"" d Slltttilt EXTRAORDINARY PUBLISHED BY AUTHORITY ISLAMABAD, WEDNESDAY, MAY 2, 2OIt PART I Acts, Ordinanccs, Presidenl's Orden and Regolrtiors cJora^""ro""r,rr ro*,r r* NATIONAL ASSEMBLY Sf, CRETARIAT Islunruhad, rhe 3hh Aprl, 2018 No. F, 22(23)/2017-Lcgis.-The following Aar of Mdjlis-e-Shoofti (l')arliament) received the assent of the President on $e 27th April, 2018 is hereby published for Seneral information - Ac'rNo. XlloF201t An .4ct fufiher to umend th",Supreme Court of Pakistan,Unknown
496,SC-495,Supreme Court Judgment,"Page 1 of 21    Updated  till 15.12.2021                 THE  SPECIAL  ECONOMIC  ZONES  ACT, 2012                 CONTENTS         SECTIONS:     1. Short  title, extent  and commencement.   2. Act to override  other  laws.   3. Definitions.   4. Establishment  of special  economic  zones.   5. Board  of Approvals.   6. Functions  and responsibilities  of the BOA.   7. Approvals  Committee.   8. Functions  of BOI.   9. Responsibilities  of Provincial  investment  promotion  authorities.   10. SEZ",Supreme Court of Pakistan,Unknown
497,SC-496,Supreme Court Judgment,"  Page 1 of 6       THE OFFENCE OF QAZF (ENFORCEMENT OF HADD)  ORDINANCE, 1979       CONTENTS     1.  Short title, extent and commencement .    2.  Definitions .    3.  Qaz.    4. Omitted     5.  Qazf liable to hadd.    6.  Proof of qazf liable to hadd.    7.  Punishment of qazf liable to ‘hadd’.    8.  Who can file a complaint .    9.  Cases in which hadd shall not be imposed or enforced .    10. Omitted     11. Omitted     12. Omitted     13. Omitted     14.  Lian    15. Omitted     16. Omitte",Supreme Court of Pakistan,Unknown
498,SC-497,Supreme Court Judgment,"  Page 1 of 25            MY UNIVERSITY ISLAMABAD ACT, 2013                           CONTENTS     CHAPTER I   PRELIMINARY   1.  Short title and commencement .  2.   Definitions .  CHAPTER -II  THE UNIVERSITY   3.   Establishment and incorporation of the Unive rsity.  4.   Powers and Purposes of the Univ ersity .  5.  University open to all classes, creeds, etc .  6.  Teaching at the University .    CHAPTER III   OFFICERS OF THE UNIVERSITY   7.  Officers of the University .   8.  Patro n.  9.  V",Supreme Court of Pakistan,Unknown
